ID,FFQ_1,FFQ_2,FFQ_3,FFQ_4,FFQ_5,FFQ_6,FFQ_7,FFQ_8,FFQ_9,FFQ_10,FFQ_11,FFQ_12,FFQ_13,FFQ_14,FFQ_15,FFQ_16,FFQ_17,FFQ_18,FFQ_19,FFQ_20,FFQ_21,FFQ_22,FFQ_23,FFQ_24,FFQ_25,FFQ_26,FFQ_27,FFQ_28,FFQ_29,FFQ_30,FFQ_31,FFQ_32,FFQ_33,FFQ_34,FFQ_35,FFQ_36,FFQ_37,FFQ_38,FFQ_39,FFQ_40,FFQ_41,FFQ_42,FFQ_43,FFQ_44,FFQ_45,FFQ_46,FFQ_47,FFQ_48,FFQ_49,FFQ_50,FFQ_51,FFQ_52,FFQ_53,FFQ_54,FFQ_55,FFQ_56,FFQ_57,FFQ_58,FFQ_59,FFQ_60,FFQ_61,FFQ_62,FFQ_63,FFQ_64,FFQ_65,FFQ_66,FFQ_67,FFQ_68,FFQ_69,FFQ_70,FFQ_71,FFQ_72,FFQ_73,FFQ_74,FFQ_75,FFQ_76,FFQ_77,FFQ_78,FFQ_79,FFQ_80,FFQ_81,FFQ_82,FFQ_83,FFQ_84,FFQ_85,FFQ_86,FFQ_87,FFQ_88,FFQ_89,FFQ_90,FFQ_91,FFQ_92,FFQ_93,FFQ_94,FFQ_95,FFQ_96,FFQ_97,FFQ_98,FFQ_99,FFQ_100,FFQ_101,FFQ_102,FFQ_103,FFQ_104,FFQ_105,FFQ_106,FFQ_107,FFQ_108,FFQ_109,FFQ_110,FFQ_111,FFQ_112,FFQ_113,FFQ_114,FFQ_115,FFQ_116,FFQ_117,FFQ_118,FFQ_119,FFQ_120,FFQ_121,FFQ_122,FFQ_123,FFQ_124,FFQ_125,FFQ_126,FFQ_127,FFQ_128,FFQ_129,FFQ_130,FFQ_131,FFQ_132,FFQ_133,FFQ_134,FFQ_135,FFQ_136,FFQ_137,FFQ_138,FFQ_139,FFQ_140,FFQ_141,FFQ_142,FFQ_143,FFQ_144,FFQ_145,FFQ_146,FFQ_147,FFQ_148,FFQ_149,FFQ_150,FFQ_151,FFQ_152,FFQ_153,FFQ_154,FFQ_155,FFQ_156
R_1rdAjRUF6kEIyOF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,1,2,2,3,3,3,1,4,3,4,2,1,2,1,1,1,2,2,3,3,2,1,1,3,1,1,6,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,3,1,1,2,1,6,3,6,1,8,6,1,1,1,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,2,3,2,3,2,1,3,4,3,4,4,2,4,1,3,1,1,1,1,3,3,4,2,,6,2,2,,3,Olive,1,,4,4,4,0,4,4,4,2,,6,5,0,0.0,0.0,2,
R_1rJv63ir1cSlpLz,2,2,2,2,2,2,2,2,4,1,1,2,1,2,2,3,1,6,6,6,2,1,2,3,2,4,2,1,3,1,4,1,1,2,1,2,1,2,2,3,1,4,1,1,1,1,1,6,1,1,6,1,1,4,4,1,4,1,2,1,2,1,1,1,2,5,5,5,7,4,3,2,2,3,2,2,1,6,1,7,7,1,1,2,2,1,3,1,1,1,4,2,1,2,2,2,1,4,3,2,2,2,1,1,3,2,2,1,1,1,2,1,1,1,4,3,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,,3,2,1,kellogs,1,,6,,4,4,2,0,1,1,2,2,,1,1,2,1.0,1.0,2,
R_1rulXLplMsV7qQ0,2,3,3,3,4,7,4,1,5,2,4,2,2,2,3,3,4,5,4,5,1,2,4,3,4,5,5,1,5,4,3,3,3,2,4,1,1,1,3,2,3,4,2,1,1,1,2,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,3,1,1,1,3,3,4,2,3,3,5,4,6,6,2,3,1,1,1,5,3,5,5,6,5,5,6,7,6,3,2,5,3,3,4,5,4,5,6,7,3,5,5,4,3,5,5,4,7,3,5,6,2,4,5,2,3,4,3,2,,3,1,2,,3,Sunflower,5,Glora,4,4,3,54,1,2,5,2,,7,7,7,3.0,4.0,2,
R_20ZQo7f0ZTlAvgC,4,3,3,3,4,2,2,4,2,3,2,1,1,2,3,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,4,4,2,2,2,3,3,2,2,2,3,5,1,2,2,2,2,2,2,2,2,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,1,2,3,2,2,2,2,2,1,1,1,3,2,3,3,2,2,2,4,2,2,4,1,1,1,4,4,1,1,4,3,2,1,1,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,,7,1,2,,3,sunflower,6,,2,3,3,1,2,4,4,2,,6,6,7,2.0,1.0,2,
R_211bIGMV1Em11mT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,1,2,3,3,2,1,4,1,4,1,1,3,3,1,1,4,3,5,1,4,2,1,3,3,3,5,1,1,1,1,1,4,3,2,2,2,2,1,2,1,1,2,3,4,2,4,1,4,2,2,1,3,2,2,1,2,6,1,8,1,1,2,1,3,2,1,2,2,2,3,4,2,2,2,1,4,2,2,2,2,1,2,2,3,4,2,2,3,2,2,1,1,1,6,5,4,3,1,5,1,4,4,3,2,1,3,4,3,1,"Couscous - once a week, houmous - 2-4 times a week",1,2,2,,3,Sunflower oil,1,,3,4,4,0,4,2,5,2,,20,5,5,0.0,0.0,1,"Pregnacare breastfeeding supplements, daily"
R_22M64faiglSp82Y,5,5,3,4,4,4,2,4,3,5,4,3,1,1,1,1,2,3,4,3,3,2,1,1,2,3,2,4,3,2,1,1,2,3,5,3,3,2,1,1,1,1,2,3,4,3,3,2,1,1,1,1,2,4,3,3,2,1,1,3,2,1,1,1,3,2,4,3,2,3,2,1,1,2,3,2,2,1,1,5,3,2,1,1,1,3,5,4,3,5,4,3,3,2,1,1,1,2,3,4,3,6,5,4,3,3,3,1,1,3,5,4,4,5,4,3,2,1,1,4,4,3,3,4,3,4,3,4,3,1,2,no,2,3,2,no,2,no,1,no,2,3,3,1,2,2,3,2,no,2,3,4,2.0,1.0,2,no
R_22xB4m0lLV5pzhY,2,2,1,2,4,1,1,1,1,1,1,2,2,2,2,1,1,2,6,6,3,1,1,1,2,4,4,2,4,1,2,3,2,4,1,1,4,4,3,6,6,4,1,3,3,2,2,2,1,1,1,2,2,4,4,4,4,3,3,2,2,2,2,2,2,4,4,2,2,4,2,3,2,2,4,4,2,1,1,3,5,5,5,2,1,1,1,1,1,4,3,4,1,4,2,4,4,4,4,2,2,4,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,3,3,2,,3,Sunflower and Olive,1,,3,3,2,1,1,2,4,2,,1,3,4,1.0,1.0,2,
R_24IRHI0MTsnCzBg,3,2,2,1,3,1,3,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,3,1,1,2,1,3,1,1,2,1,1,1,1,2,3,1,3,1,1,2,1,1,5,1,1,2,1,1,3,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,3,1,4,2,1,1,3,1,3,1,1,1,1,2,3,1,3,2,2,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,,8,2,2,,1,,1,,3,3,3,0,2,1,1,2,,3,2,2,1.0,4.0,2,
R_24IxCtuRa3RRKch,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,1,1,1,3,2,2,1,2,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,6,1,1,5,1,4,1,3,4,1,1,1,1,7,1,1,1,1,1,2,1,1,2,1,1,2,3,3,1,1,1,6,6,1,2,6,1,1,4,6,3,1,1,1,1,2,2,3,1,4,5,2,3,1,2,1,6,2,1,2,6,3,4,3,2,,6,2,2,,3,Olive oil,4,,3,4,4,0,4,3,5,2,,18,3,20,0.0,0.0,1,Tesco multivitamins with iron (1/day)
R_25vi6iPkMVemloN,4,1,1,1,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,4,2,1,1,1,2,4,3,1,4,1,3,3,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,3,1,2,,1,,1,,4,4,3,1,3,3,4,2,,3,0,2,1.0,4.0,2,
R_26hy3KIqOW0KmXb,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,6,1,1,1,1,6,2,2,1,1,4,1,4,1,1,2,1,1,4,1,1,4,1,4,1,1,4,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,1,1,4,2,3,1,2,7,6,1,1,3,1,2,2,1,2,1,2,1,4,3,1,4,1,1,4,1,1,1,1,1,4,2,1,1,1,5,1,4,1,1,1,4,4,5,4,1,4,1,4,4,1,1,2,2,4,2,2,,8,2,1,Weetabix,3,Rapeseed,1,,2,5,4,Never,4,2,3,2,None,7,1,7,1.0,0.0,1,Vitamin d daily
R_26kWET47S0O5Ywo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,2,3,2,1,1,1,1,2,3,1,2,2,2,1,6,3,6,1,4,2,1,3,1,1,3,4,1,1,1,1,2,2,3,1,3,3,1,1,1,1,1,4,3,1,1,1,1,1,6,1,2,3,3,1,3,6,1,1,1,1,3,1,1,1,1,1,2,1,1,4,1,1,1,1,6,1,1,2,3,2,1,3,3,4,2,2,5,4,4,4,3,3,5,6,5,4,1,3,3,5,4,2,1,4,4,5,4,1,"sweet potato, 1, once a week,",1,2,2,,3,sunflower mostly,5,aldi,4,4,4,0,4,4,4,2,,35,2,9,0.0,0.0,1,"vitamin D every day, Complete liquid iron called Feroglobin (with small amounts of vitamin c, B12, zinc etc too) take probably every 2-3 days. Also take a probiotic (Holland & Barett's own) chewable every day to"
R_26pWotZ3Li7pnuV,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,1,1,1,2,1,1,1,2,,7,1,2,,6,,6,,5,5,4,never,4,5,5,2,,3,2,3,0.0,2.0,3,
R_27fAGWVpJwDRKG9,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,1,7,2,2,3,1,2,4,3,2,1,1,2,1,4,1,2,3,1,1,2,1,1,5,1,3,1,1,1,1,1,4,1,6,1,1,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,1,1,6,3,1,6,6,1,1,2,1,2,2,1,1,1,1,4,2,1,1,2,2,2,4,4,1,1,1,1,3,2,4,1,2,3,1,2,2,1,2,4,4,3,1,2,2,2,4,2,1,1,2,2,2,4,2,,3,3,2,,3,olive oil,1,,4,5,4,0,4,1,5,2,,48,20,30,48.0,0.0,1,Iron supplements (red brand) every day
R_27fBFZe0Jk7FPqe,4,4,3,3,3,4,4,3,2,1,1,1,1,3,3,3,1,8,1,2,1,4,2,1,1,4,8,6,4,4,7,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,4,6,1,1,1,1,3,2,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,2,2,1,1,1,1,3,1,1,4,1,3,3,8,7,5,4,4,2,1,1,1,2,1,1,3,3,4,1,1,5,4,1,3,3,1,4,3,3,2,1,5,1,4,2,2,4,1,1,1,1,2,,2,2,2,,1,,1,,4,3,2,3,1,2,2,2,,7,4,7,2.0,4.0,2,
R_27kDTEGMFG0EjQf,2,1,1,1,3,3,2,1,3,1,1,1,2,3,2,2,1,4,1,3,2,1,1,1,2,2,2,1,3,1,3,1,2,3,2,2,1,1,3,4,1,1,1,2,4,2,2,3,1,3,1,1,1,4,4,1,3,1,2,1,2,1,2,2,1,3,4,4,4,4,3,2,2,2,1,1,1,1,1,5,2,1,1,2,1,2,2,1,2,3,3,4,3,3,2,3,1,3,3,3,2,2,2,1,3,3,3,2,2,3,2,1,2,1,1,4,3,3,3,3,4,1,3,3,1,3,2,3,1,1,2,,3,2,2,,3,olive oil,5,Flora,4,4,3,1,3,3,3,2,,5,5,5,1.0,3.0,2,
R_29hrdI4Aj4xYKmi,3,2,3,3,5,5,4,1,3,2,1,2,2,3,4,3,1,5,4,2,1,1,3,6,3,3,2,1,4,2,4,1,1,2,1,1,2,4,4,1,1,4,1,1,1,1,1,6,1,1,1,1,1,4,2,2,1,2,2,3,2,2,1,1,2,3,3,2,1,4,3,1,1,1,1,1,1,1,1,5,6,1,1,1,1,1,4,1,3,2,2,2,4,4,2,4,2,4,3,2,2,3,1,1,1,4,5,1,3,4,3,1,1,1,1,4,4,4,4,1,8,1,4,1,2,1,3,1,1,1,2,,3,2,2,,1,,1,,3,4,3,5 times a week,3,1,3,2,,7,5,14,1.0,18.0,2,
R_29hz1DFwahC5of4,3,3,3,2,5,3,4,2,3,3,3,3,3,3,3,2,2,4,3,3,2,1,4,3,4,5,3,1,4,1,3,3,2,4,1,1,1,1,4,1,3,4,1,1,4,1,6,3,3,6,3,1,1,6,3,1,1,2,2,1,1,1,1,1,1,6,6,2,1,4,2,2,1,2,7,5,5,5,5,7,6,1,1,1,1,3,3,3,1,2,4,1,2,4,1,1,1,4,3,1,1,2,1,1,4,1,4,1,1,1,1,3,3,4,1,4,4,4,4,1,1,1,3,1,1,1,1,4,1,1,1,"Lacto-free milk, oat milk",8,2,2,,3,rapeseed oil,6,,2,2,2,5,2,2,4,2,,7,3,5,2.0,10.0,2,
R_29iDZ6X6MTtxtUd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,4,4,2,1,4,1,3,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,3,1,1,1,2,3,3,1,1,3,1,1,1,1,4,1,1,1,3,1,2,2,1,1,2,2,2,2,4,1,1,1,4,4,2,4,4,1,1,1,2,3,1,1,2,3,1,3,2,2,4,4,3,3,2,4,1,4,4,1,1,1,2,3,4,2,,6,2,1,Waitrose Apricot Wheats,3,Olive Oil,1,,4,4,4,0,4,4,5,2,,6,2,2,0.0,0.0,1,"Vitamin B, Vitamin C and Vitamin D - all daily apart from C which is 2 times a week. All Boots own brand."
R_29vrewwSUJtu6Ky,1,2,1,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,8,1,2,,3,sunflower,6,,2,2,2,0,2,3,3,2,,7,5,5,3.0,6.0,3,
R_2b1LmU7y21jivst,1,1,6,6,5,5,5,5,2,2,1,7,5,5,4,2,2,2,5,5,4,4,4,4,4,4,4,4,4,4,7,7,2,2,2,2,2,6,4,5,4,8,1,9,7,4,2,2,2,2,2,2,2,2,5,5,2,5,5,5,4,4,4,4,4,3,3,3,3,3,1,8,8,8,1,1,7,6,1,6,5,6,2,3,1,1,1,1,1,1,1,4,4,4,4,6,6,6,8,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,3,2,2,,3,,1,,4,4,3,5,1,1,1,1,sea salt,5,5,5,5.0,2.0,2,
R_2Bap2bXQgfqCtFw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,4,4,3,3,2,3,1,3,1,2,3,1,1,4,1,1,3,1,4,1,1,3,1,1,1,1,4,1,1,1,3,1,4,2,1,1,1,2,1,1,2,1,2,1,1,1,2,4,2,1,3,1,1,1,3,1,3,5,1,1,3,1,2,2,1,1,1,1,2,1,3,1,2,1,5,2,1,1,4,1,1,4,2,4,1,4,4,3,3,2,4,3,4,4,3,3,1,5,2,3,3,3,1,2,3,4,3,2,,3,2,1,harvest morn cornflakes,3,Olive oil,5,flora,4,4,4,0,4,2,3,2,,7,6,7,0.0,0.0,1,"Holland and barrett iron supplement 1 times per day, berocca 1 time per day"
R_2bH2BT57uS4Taps,2,2,1,1,6,3,3,1,3,3,1,1,1,1,1,1,1,3,4,2,3,1,1,5,4,2,3,2,4,2,3,3,2,2,1,1,2,3,2,1,1,3,1,1,3,1,3,4,2,1,1,1,1,2,2,3,1,2,2,1,1,2,2,2,2,2,2,7,1,2,5,4,1,1,1,2,1,3,3,1,1,1,1,4,1,1,1,1,2,1,3,4,4,3,1,2,1,3,3,1,2,4,1,2,4,2,4,2,1,4,4,2,2,3,4,5,5,4,5,5,4,2,1,1,1,3,1,4,4,1,2,,3,2,1,"kellogs 
frosties
crunchy nut",3,sunflower,5,stork,3,4,3,2,1,2,5,2,,9,2,6,0.0,7.0,1,"i have to take mixed vitamin tablets, highest dose of vitamin d as extremely low (sitting at 14 currently). I have to take iron tablets as that is also low. - i take the iron tablets twice a day. the mix vitamins 1 a day and vitamin d 3 times a week"
R_2Bny7Aje6FVFMjF,2,2,1,1,4,2,4,1,1,1,1,1,2,4,2,1,1,1,4,4,1,1,4,4,2,2,2,2,4,4,2,2,2,2,2,1,6,6,2,4,1,4,1,1,1,1,1,1,3,1,3,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,4,2,2,2,3,1,1,5,5,5,5,1,1,2,1,3,3,2,3,2,2,1,1,5,2,5,2,6,6,4,1,4,1,1,4,4,4,4,4,1,1,1,2,1,1,3,3,1,3,1,4,1,1,4,1,1,1,1,1,1,2,,7,1,1,Cornflakes,3,Sunflower,5,Flora,4,4,3,3,2,2,3,2,0,5,2,6,2.0,4.0,2,0
R_2BsXXgjvVdXWTpM,3,4,4,3,1,5,4,3,3,2,8,4,5,1,3,2,1,1,4,2,3,5,4,3,2,6,4,2,2,2,3,2,3,1,6,3,4,3,2,2,5,4,4,4,1,3,1,2,2,2,4,5,4,4,3,4,4,2,2,3,2,4,5,6,6,3,2,1,4,3,2,1,6,4,5,3,4,5,3,2,6,6,5,5,4,5,8,4,5,2,4,8,6,5,5,4,3,1,7,7,7,4,6,7,4,4,4,4,5,5,4,3,5,5,4,2,2,2,4,5,4,3,4,5,4,3,2,4,3,3,2,,2,2,2,,6,,6,,5,3,2,2,2,1,2,2,,2,4,3,5.0,2.0,2,
R_2bW6TWLThSWNOq3,1,1,1,1,5,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,5,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,1,1,1,1,7,1,1,3,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,5,1,1,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,1,1,4,1,5,3,3,3,3,2,,3,3,1,Kellogs - multigrain shapes,1,,1,,4,4,3,1,2,1,1,2,salt,2,3,2,4.0,2.0,1,HB hair vitamins
R_2COMatNirwt9a1X,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,3,2,4,4,4,3,4,4,4,4,4,4,1,3,2,2,2,5,4,4,1,4,1,2,2,3,3,3,1,4,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,1,4,4,2,1,1,3,7,7,7,1,2,1,2,2,2,2,2,2,2,4,5,2,5,2,5,2,2,2,2,1,2,2,2,4,2,2,4,4,2,3,2,2,2,2,2,3,3,4,4,4,4,2,2,3,3,2,5,2,,6,2,1,"Tesco gronala 
Kellogg cornflakes 
Aldi granola",3,Sunflower,1,Flora,4,4,4,0,4,1,1,2,,3,3,5,3.0,0.0,1,My protein - protein powder 3 times a week
R_2CPLvrlITHPROsu,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,6,1,1,3,1,1,1,4,3,1,1,1,1,4,1,2,2,3,3,3,1,3,4,1,1,1,4,2,1,1,1,1,1,1,1,3,5,5,2,2,2,2,2,1,1,1,1,4,5,4,2,4,6,1,3,1,2,3,3,1,4,1,7,7,1,1,3,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,1,1,4,2,,2,2,2,,6,,1,,5,4,4,0,4,5,5,2,,7,7,2,3.0,0.0,1,"daily multi vitamin with iron 
Glucosamine and chondroitin 
zinc"
R_2CyzIkfv6iU0Lpx,2,2,1,1,5,2,2,2,2,1,1,1,2,2,1,1,1,4,2,2,2,1,1,1,1,4,3,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,4,2,2,1,2,1,1,1,1,1,2,1,2,4,3,6,1,1,2,1,2,2,1,2,1,4,1,1,1,2,1,1,1,1,2,1,3,3,7,3,1,3,1,1,1,1,2,1,5,2,2,2,2,1,2,1,1,1,1,1,1,4,4,1,4,2,4,1,1,2,1,1,1,4,1,1,2,,7,2,2,,3,olive oil,1,"flora, clover",4,4,3,2,1,1,3,2,,1,2,3,2.0,4.0,1,fish oil 3x a day
R_2dp7xmptKJ8yuVh,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,3,1,2,1,3,2,4,1,2,4,2,4,3,2,2,3,3,3,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,3,3,5,3,3,4,4,3,3,2,3,5,3,2,3,2,3,2,3,3,2,3,2,3,2,2,3,2,4,1,1,1,1,1,5,4,2,3,2,3,4,2,3,5,4,3,4,3,3,3,3,2,3,2,4,4,5,4,2,4,3,3,1,3,1,1,3,3,2,3,3,1,3,2,2,1,"Crossant, 8",1,3,1,cornflakes Kellogs,3,,1,,4,4,3,1,1,2,4,2,,3,6,3,6.0,6.0,1,
R_2dRuvjNaiVs0MnR,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,2,3,2,4,4,2,2,2,2,2,3,1,2,3,1,1,2,3,1,4,3,3,3,2,2,2,1,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,4,3,1,1,1,2,1,2,3,8,3,2,1,2,1,5,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,2,4,4,3,2,2,1,2,2,2,2,3,4,4,1,6,2,4,4,4,1,2,3,2,1,3,1,1,chickpeas,3,3,1,kelloggs special k red berries,3,olive oil,1,,4,4,4,0,4,4,4,2,,14,14,14,1.0,0.0,1,lamberts vitamin b complex 50
R_2ePQkpnRzoG5xLh,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,3,2,2,3,4,3,3,4,3,2,3,2,3,3,5,4,3,2,6,7,7,4,2,2,2,4,5,3,5,4,4,3,2,6,7,2,4,1,5,2,3,3,4,5,6,3,5,2,3,6,3,4,1,2,2,4,1,5,5,5,7,2,1,4,4,3,2,1,3,6,6,5,6,4,4,6,3,4,4,2,4,1,3,3,4,5,3,1,3,3,4,5,4,4,4,3,3,3,3,4,4,6,8,6,6,3,4,5,6,5,2,,8,2,2,,3,Sunflower,1,,5,4,4,0,4,1,1,2,,7,4,4,0.0,0.0,1,Boots own brand of vegan omega
R_2f6BLJpNmGm6ueF,3,3,2,2,3,2,1,1,1,3,1,1,1,2,2,2,2,3,1,2,2,1,1,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,2,4,1,3,1,2,3,1,2,4,1,1,1,2,1,2,2,1,2,2,3,1,1,1,2,2,2,3,3,3,6,5,3,5,2,2,1,1,1,3,3,1,6,1,1,1,1,1,1,1,1,1,1,3,1,4,1,2,1,5,1,2,1,3,1,2,4,1,5,2,1,2,1,1,1,1,1,5,5,2,2,1,2,1,5,2,1,1,3,1,2,1,2,,2,2,2,,1,,1,,3,4,2,1,2,1,1,2,,5,2,4,1.0,4.0,2,
R_2fdp7XnfFAWaIlU,3,2,1,1,5,1,2,1,2,1,1,2,1,2,2,1,1,4,1,1,1,1,2,1,5,3,2,1,3,1,4,2,2,2,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1,1,6,4,2,3,1,2,1,1,1,2,1,2,4,2,1,4,2,1,1,1,1,5,1,1,1,1,2,3,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,4,1,1,2,2,1,1,1,1,5,2,2,4,2,4,1,2,2,1,1,1,3,1,1,2,,2,2,1,Weetabix or Quaker Oats,1,,1,,4,4,3,2-3,1,2,4,2,,3,4,1,1.0,5.0,2,0
R_2fDuHU53dklPYNi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,1,1,1,6,6,6,5,5,5,1,1,2,3,1,1,1,1,4,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,2,2,5,5,1,5,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,6,5,3,3,1,1,1,3,3,1,3,1,1,1,1,1,1,1,5,1,1,3,1,1,3,3,5,1,1,4,1,1,3,4,2,1,5,1,6,2,,7,1,2,,6,,6,,3,2,4,0,4,2,3,2,,6,5,3,0.0,0.0,2,
R_2fqHp8pRIJaxkY4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,2,1,3,1,4,2,3,4,6,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,3,1,1,2,1,1,1,1,1,4,4,2,1,1,3,5,3,1,1,3,1,1,1,5,6,6,7,1,1,1,1,2,1,2,5,3,5,1,4,1,2,1,5,1,1,1,4,1,1,4,3,4,4,3,1,1,3,2,2,1,6,6,6,6,1,6,1,5,2,3,1,1,6,5,6,2,,6,2,2,,3,Rapeseed,5,Flora,2,4,4,0,4,2,4,2,,7,2,2,0.0,0.0,1,"Once a day - Holland & Barrett B-Vitamin Complex
Once a day - BetterYou Iron 14mg
Once a day - BetterYou Zinc 15mg"
